0.49995,0.49994,0.49995,0.50002,0.50019,0.50052,0.50089,0.50116,0.50149,0.50188,0.50235,0.50288,0.5035,0.50418,0.50492,0.50571,0.50654,0.5065,0.50388,0.50123,0.49897,0.49751,0.49708,0.49773,0.49926,0.50133,0.50351,0.50536,0.50657,0.50698,0.50662,0.50567,0.5044,0.50307,0.50193,0.50111,0.50063,0.50045,0.50048,0.50059,0.5007,0.50075,0.50072,0.50062,0.50047,0.50032,0.50018,0.50008,0.50001,0.49997,0.49996
0.49995,0.49994,0.49996,0.50007,0.50033,0.50082,0.50126,0.50164,0.50211,0.50267,0.50333,0.50409,0.50496,0.50592,0.50698,0.5081,0.50928,0.5061,0.502,0.49797,0.49467,0.49267,0.49232,0.49367,0.49642,0.50002,0.5038,0.5071,0.50939,0.51044,0.51026,0.50909,0.50734,0.50541,0.50367,0.50232,0.50147,0.50104,0.50093,0.50098,0.50107,0.50109,0.50102,0.50087,0.50067,0.50045,0.50026,0.50012,0.50003,0.49998,0.49996
0.49994,0.49993,0.49998,0.50013,0.50048,0.50114,0.50176,0.5023,0.50295,0.50373,0.50465,0.50571,0.50693,0.50828,0.50975,0.51132,0.50894,0.5034,0.49723,0.49135,0.48673,0.4842,0.48423,0.48683,0.49155,0.49754,0.50377,0.50924,0.51318,0.51519,0.51529,0.51383,0.51139,0.50858,0.50596,0.50388,0.50247,0.5017,0.50141,0.50138,0.50144,0.50146,0.50136,0.50116,0.5009,0.50062,0.50037,0.50018,0.50005,0.49998,0.49996
0.49993,0.49992,0.49997,0.50016,0.5006,0.50142,0.50243,0.50316,0.50406,0.50514,0.5064,0.50787,0.50954,0.5114,0.51344,0.51194,0.50531,0.497,0.48807,0.47986,0.47374,0.47161,0.47174,0.47643,0.48416,0.49367,0.50343,0.51198,0.51819,0.5215,0.52192,0.51998,0.51652,0.51247,0.50861,0.5055,0.50336,0.50216,0.50168,0.50162,0.50172,0.50178,0.5017,0.50149,0.50117,0.50082,0.5005,0.50025,0.50008,0.49998,0.49995
0.49991,0.49987,0.49991,0.50011,0.50061,0.50155,0.50308,0.5043,0.50551,0.50698,0.5087,0.5107,0.51296,0.51549,0.51421,0.50715,0.49721,0.4853,0.47294,0.46656,0.46384,0.46144,0.45947,0.46199,0.4741,0.48853,0.50309,0.5157,0.5248,0.52963,0.53026,0.52747,0.52249,0.51665,0.51112,0.50666,0.50363,0.50197,0.50137,0.50141,0.50169,0.50193,0.50198,0.50181,0.50147,0.50106,0.50066,0.50034,0.50011,0.49999,0.49994
0.49986,0.49979,0.49977,0.49993,0.5004,0.50135,0.50296,0.50531,0.50739,0.50934,0.51165,0.51432,0.51736,0.51461,0.50795,0.49726,0.48308,0.46678,0.45918,0.45522,0.45157,0.44836,0.44572,0.44378,0.46194,0.4829,0.5036,0.52121,0.53364,0.53995,0.54034,0.53601,0.52872,0.52037,0.5126,0.50646,0.50243,0.5004,0.4999,0.50033,0.50108,0.50175,0.50211,0.5021,0.50181,0.50135,0.50088,0.50047,0.50017,0.49999,0.49991
0.49979,0.49964,0.49952,0.49953,0.49984,0.50064,0.50209,0.50428,0.50709,0.51016,0.51274,0.5138,0.51211,0.50648,0.49611,0.48089,0.46168,0.45157,0.44611,0.44088,0.43606,0.43182,0.42834,0.42574,0.44943,0.4786,0.50669,0.52994,0.54573,0.55297,0.55216,0.5451,0.53432,0.52247,0.51177,0.50363,0.4986,0.49647,0.49652,0.49783,0.49954,0.50104,0.502,0.50235,0.5022,0.50174,0.50118,0.50065,0.50026,0.5,0.49988
0.49969,0.49941,0.4991,0.49885,0.49882,0.4992,0.50015,0.50176,0.50384,0.50593,0.50715,0.50626,0.50185,0.4926,0.47769,0.45722,0.44415,0.43696,0.42985,0.42305,0.41677,0.41126,0.40673,0.40383,0.43996,0.4789,0.51524,0.54422,0.56266,0.5695,0.56575,0.5541,0.53813,0.52144,0.50697,0.49652,0.49068,0.48897,0.49028,0.49326,0.49666,0.49959,0.50159,0.50257,0.50271,0.5023,0.50163,0.50096,0.50041,0.50004,0.49985
0.49958,0.49912,0.49851,0.49783,0.49722,0.49685,0.49689,0.49738,0.49811,0.49852,0.49759,0.49395,0.48603,0.47244,0.45245,0.43741,0.42834,0.41911,0.40999,0.40126,0.39321,0.38614,0.38031,0.39074,0.43884,0.48874,0.53353,0.5674,0.58675,0.59075,0.5813,0.56233,0.5388,0.51553,0.4963,0.48329,0.47699,0.47653,0.48018,0.48593,0.49203,0.49721,0.50085,0.50284,0.50345,0.50313,0.50235,0.50145,0.50069,0.50015,0.49983
0.49948,0.49877,0.49775,0.49646,0.495,0.49352,0.49216,0.49095,0.48965,0.48763,0.48382,0.47673,0.46473,0.44647,0.43182,0.42082,0.40935,0.39768,0.38614,0.37509,0.36491,0.35596,0.3486,0.39159,0.45335,0.51473,0.56719,0.60392,0.62108,0.61848,0.59931,0.56927,0.53506,0.503,0.47782,0.46202,0.45587,0.4578,0.46521,0.47522,0.48532,0.49381,0.49981,0.50326,0.50457,0.50441,0.50345,0.50225,0.50117,0.50036,0.49987
